id,eeg,annotation
N09,-4.51004860072012,1
N09,-2.21558690572097,1
N09,1.44731323457429,1
N09,2.16030823646348,1
N09,4.01288801901379,1
N09,4.66456669493114,1
N09,10.1831534747474,1
N09,12.4695261925331,1
N09,16.0562549076839,1
N09,19.3188361238973,1
N09,24.1919496448865,1
N09,28.8319881535387,1
N09,27.6878779394631,1
N09,28.2463219923049,1
N09,32.5260465209959,1
N09,34.8620687839326,1
N09,29.6346779100727,1
N09,34.6269550597409,1
N09,32.9463549788797,1
N09,32.7087715977546,1
N09,27.1940335125484,1
N09,20.9416111722651,1
N09,17.5613406606538,1
N09,10.7092513930693,1
N09,7.42478906939385,1
N09,5.11135875433885,1
N09,1.43128351393326,1
N09,0.0421007344963083,1
N09,1.42454348510439,1
N09,0.217019495389237,1
N09,-2.94106331519698,1
N09,-1.46098354588657,1
N09,-7.24414540442591,1
N09,-11.0932357893298,1
N09,-11.4002433014165,1
N09,-7.19252211884813,1
N09,-4.66563168253851,1
N09,-6.92010940791524,1
N09,-6.45298370012715,1
N09,-8.51174866715719,1
N09,-9.69267249494455,1
N09,-11.1333220833126,1
N09,-15.1698337908718,1
N09,-19.7320260775847,1
N09,-16.6388709628693,1
N09,-16.6439940693896,1
N09,-18.6796924942063,1
N09,-17.3768519459291,1
N09,-16.2022058445914,1
N09,-22.2142810778201,1
N09,-21.187561408412,1
N09,-19.960931438637,1
N09,-20.3377988743212,1
N09,-17.9007993300776,0
N09,-17.4065454451255,0
N09,-11.5299653449729,0
N09,-5.88311202958795,0
N09,-3.04756774976463,0
N09,-1.61614303328966,0
N09,2.20818957581521,0
N09,2.15025427645786,0
N09,8.02657416068622,0
N09,9.366841278983,0
N09,9.93473896784644,0
N09,10.098230569619,0
N09,11.368719295641,0
N09,12.3370944889474,0
N09,15.0035440708408,0
N09,15.2929857561937,0
N09,17.4673624854125,0
N09,24.0549670803996,0
N09,23.4887875348502,0
N09,22.9421498570623,0
N09,20.3503133852683,0
N09,16.6768739174935,0
N09,17.0421323033011,0
N09,15.9130784729216,0
N09,15.3788282082189,0
N09,18.9714404740177,0
N09,20.3326897274564,0
N09,17.6312036965319,0
N09,15.8331990408727,0
N09,13.9679624957523,0
N09,16.636511815849,0
N09,15.9884147710336,0
N09,15.266939085516,0
N09,13.8001295223779,0
N09,15.8993485879818,0
N09,18.2009292112408,0
N09,15.9107142183761,0
N09,14.6172511794928,0
N09,13.4301823813956,0
N09,12.5447016161301,0
N09,11.0452825758916,0
N09,13.9030298053872,0
N09,11.9703739892458,0
N09,14.7176832850456,0
N09,15.7493783868882,0
N09,14.6404842650662,0
N09,15.5773415041645,0
N09,16.7893551241694,0
N09,13.1819933334108,0
N09,11.2765182453686,0
N09,12.0270366823928,0
N09,13.6898660580853,0
N09,9.06372318454246,0
N09,9.36069767421518,0
N09,16.5236921675729,0
N09,19.0943547161142,0
N09,20.3314320484237,0
N09,16.7489716256502,0
N09,19.4440542878777,0
N09,22.360836107815,0
N09,20.7892393146911,0
N09,18.9732862116846,0
N09,16.7548370778162,0
N09,22.2435932801603,0
N09,22.4505717511706,0
N09,22.0134688437164,0
N09,21.9343890701535,0
N09,20.8974834081064,0
N09,19.50258000888,0
N09,18.7048581426905,0
N09,16.4127849836429,0
N09,11.8923954331377,0
N09,5.95089543875005,0
N09,5.13348221236951,0
N09,1.65013528769179,0
N09,0.910840297434062,0
N09,5.18899792653994,0
N09,1.63177358748176,0
N09,0.382436809353937,0
N09,3.84836914170032,0
N09,1.20641693660372,0
N09,2.94489101139899,0
N09,3.43625051148109,0
N09,5.23069269633996,0
N09,5.50002641237701,0
N09,8.79835127304879,0
N09,11.7111443964963,0
N09,13.1295911047945,0
N09,12.7159690715121,0
N09,12.4955995676172,0
N09,12.9858387849057,0
N09,16.9709061952405,0
N09,21.5144266314352,0
N09,23.4277590797195,0
N09,26.5905073386301,0
N09,30.7707381527401,0
N09,35.5587009615834,0
N09,40.5512245862476,0
N09,42.9046271080689,0
N09,45.3561024557891,0
N09,48.4053821070689,0
N09,52.8907608360556,0
N09,54.4641197551402,0
N09,59.5798593697167,0
N09,58.3369827821558,0
N09,61.4004260452443,0
N09,68.785037951277,0
N09,72.0230901922446,0
N09,74.3084338042914,0
N09,75.9400008918153,0
N09,79.6434671682633,0
N09,77.7516640531462,0
N09,76.6262195338357,0
N09,76.6417914354856,0
N09,77.4045611281103,0
N09,76.9970023960614,0
N09,77.3231601622253,0
N09,78.0609190412753,0
N09,76.7675790089448,0
N09,76.081108752803,0
N09,75.8134774159761,0
N09,71.8200571038751,0
N09,69.6024304419983,0
N09,73.0317955875977,0
N09,68.4183981273242,0
N09,68.0571327421716,0
N09,59.1585865048757,0
N09,56.7391191432946,0
N09,53.3102983453618,0
N09,49.5520201868494,0
N09,48.161533824822,0
N09,44.6049756979099,0
N09,41.6154389961319,0
N09,36.6069261422255,0
N09,36.3546429619391,0
N09,29.7282203233293,0
N09,27.8686857424178,0
N09,25.490783444912,0
N09,25.3638059218966,0
N09,25.0886320647678,0
N09,21.8384575275116,0
N09,17.3086226820925,0
N09,16.4482329125557,0
N09,19.3927870256479,0
N09,17.4143586727281,0
N09,18.5396823777563,0
N09,18.8855202011296,0
N09,14.0728341893022,0
N09,12.6908624363539,0
N09,10.2811652373971,0
N09,9.10625499008554,0
N09,8.62705885045463,0
N09,4.55327569873335,0
N09,4.48892091256956,0
N09,5.77357546072319,0
N09,4.55554252936812,0
N09,9.47335922761124,0
N09,6.94312989306428,0
N09,9.39719953106825,0
N09,10.8206179184582,0
N09,11.6075514358657,0
N09,15.8745422820051,0
N09,17.2225926560613,0
N09,18.3603959829826,0
N09,15.7711101542249,0
N09,18.8115871058209,0
N09,18.5492836054405,0
N09,17.9236989700376,0
N09,19.8175454773438,0
N09,20.1458368564833,0
N09,18.6586144982992,0
N09,16.3626378792688,0
N09,18.6648400444255,0
N09,17.736997696899,0
N09,19.8150632578452,0
N09,23.1023796594028,0
N09,21.6056964891143,0
N09,24.1389264100953,0
N09,24.0057740143143,0
N09,24.8536418496306,0
N09,29.0009281038408,0
N09,33.3005537863405,0
N09,37.7777991338103,0
N09,39.2165867824997,0
N09,43.0937811444839,0
N09,44.8834436214373,0
N09,47.8359376513837,0
N09,48.4529359369262,0
N09,51.714841271146,0
N09,49.3843333465769,0
N09,50.7984679940252,0
N09,50.8829149952007,0
N09,49.2205221373583,0
N09,49.3530880361132,0
N09,50.7151151811012,0
N09,51.8800396395703,0
N09,54.210210891789,0
N09,54.5417820317884,0
N09,51.7346590262333,0
N09,51.1197771727282,0
N09,46.5161340346882,0
N09,47.638223597129,0
N09,49.502857835337,0
N09,51.0279785151714,0
N09,49.9872342205532,0
N09,49.109577392772,0
N09,45.3841646672628,0
N09,45.0397963187267,0
N09,43.3720542235005,0
N09,46.0445229978001,0
N09,44.0478046382792,0
N09,43.3307601824439,0
N09,42.4668431680916,0
N09,41.9922417614369,0
N09,40.7496349754616,0
N09,37.4625172597542,0
N09,37.5599779523383,0
N09,30.2951787511079,0
N09,32.4385230335039,0
N09,32.1411908148951,0
N09,34.0686566544333,0
N09,32.722717767917,0
N09,30.8272179042655,0
N09,28.3706436235415,0
N09,24.2025662108177,0
N09,20.5450245132566,0
N09,17.3072507677962,0
N09,13.2520563224617,0
N09,10.8459918707965,0
N09,13.4149662430432,0
N09,13.8353484985777,0
N09,11.8237279621335,0
N09,8.21098531741477,0
N09,5.31763762248247,0
N09,0.884704573106222,0
N09,-0.91054560140856,0
N09,4.52860494659128,0
N09,3.44821068264176,0
N09,-2.1270499356525,0
N09,-8.92885808707485,0
N09,-5.02368930881108,0
N09,-5.37467157294259,0
N09,-12.3084654851907,0
N09,-14.8044186522192,0
N09,-18.220612896799,0
N09,-17.7464925702793,0
N09,-22.286973962976,0
N09,-22.6503551779109,0
N09,-22.5752387909344,0
N09,-23.5145440347709,0
N09,-26.3584541575055,0
N09,-26.5368009426682,0
N09,-27.8494669398562,0
N09,-33.660494126434,0
N09,-33.4151412308303,0
N09,-37.3615901959881,0
N09,-36.6007444375166,0
N09,-33.4977501864635,0
N09,-33.6195801457401,0
N09,-32.6249714269243,0
N09,-37.4410108514015,0
N09,-38.9661041093239,0
N09,-39.4300918472181,0
N09,-40.0216134127813,0
N09,-39.7085549157484,0
N09,-41.8464944587,0
N09,-47.673256915811,0
N09,-45.7368512895445,0
N09,-46.2835613054313,0
N09,-48.0938273864574,0
N09,-49.7001713115182,0
N09,-44.3761298258671,0
N09,-42.9667936097729,0
N09,-41.2275904163785,0
N09,-39.215244718305,0
N09,-39.9511087978777,0
N09,-39.7624947676441,0
N09,-38.2060178338258,0
N09,-41.5499069968478,0
N09,-40.2574581431929,0
N09,-35.678436061705,0
N09,-35.501473538475,0
N09,-34.9680090666671,0
N09,-30.3544326172584,0
N09,-27.4366291106763,0
N09,-26.8114229512011,0
N09,-27.7889368102448,0
N09,-25.0699796298911,0
N09,-20.1215330233251,0
N09,-21.0269848110482,0
N09,-17.0986278164359,0
N09,-16.0627813736978,0
N09,-13.6881969318708,0
N09,-16.1333106509374,0
N09,-16.1393484678234,0
N09,-10.6603884271408,0
N09,-12.0000829151064,0
N09,-12.0802809994586,0
N09,-11.8090922109726,0
N09,-5.83314404746794,0
N09,-8.81248337666926,0
N09,-4.50144920633142,0
N09,0.157657179064923,0
N09,2.90290065643345,0
N09,-3.00662390504178,0
N09,0.336000914690346,0
N09,-0.12104749043317,0
N09,-9.08878748321882,0
N09,-1.34542710853857,0
N09,2.98265357996144,0
N09,6.14390167399521,0
N09,9.66273759037681,0
N09,14.3920823188638,0
N09,15.9703751050363,0
N09,14.7542034062959,0
N09,19.2773980724365,0
N09,16.1921712723216,0
N09,9.69742471363688,0
N09,7.43227373273946,0
N09,8.94739712829095,0
N09,6.77858436314282,0
N09,4.07527324866292,0
N09,0.321689008762678,0
N09,-3.75785988998935,0
N09,-10.0415159908816,0
N09,-8.45877059646302,0
N09,-10.7624185733875,0
N09,-16.8361489263741,0
N09,-19.3671935862207,0
N09,-21.1522513629833,0
N09,-23.7946829417288,0
N09,-27.0946646731351,0
N09,-29.8566326087745,0
N09,-28.3701131232437,0
N09,-27.7811676177262,0
N09,-28.2287064781992,0
N09,-31.3342097552707,0
N09,-31.0102984480907,0
N09,-30.1919374853731,0
N09,-37.0309609913113,0
N09,-30.937304768261,0
N09,-28.43169108559,0
N09,-28.6689416436573,0
N09,-30.4085415899598,0
N09,-24.4361212645982,0
N09,-18.8987216811601,0
N09,-13.1024689236119,0
N09,-10.193175262184,0
N09,-5.39788079923183,0
N09,-3.33914140006843,0
N09,-5.19102170487446,0
N09,-3.71013908884427,0
N09,-6.68588459475136,0
N09,-5.11143370609667,0
N09,-5.00235083097748,0
N09,-8.51696877063264,0
N09,-8.15365832946669,0
N09,-6.97449852025022,0
N09,-9.97466917221599,0
N09,-5.83247337714054,0
N09,-5.77594200686238,0
N09,-8.52023662912029,0
N09,-13.1592417198241,0
N09,-14.878582992263,0
N09,-12.8086494162147,0
N09,-15.6567919913914,0
N09,-12.8631734230829,0
N09,-13.8002804170737,0
N09,-8.95893301398573,0
N09,-11.1719506797056,0
N09,-12.8933998425424,0
N09,-13.8451887546896,0
N09,-16.3902220629326,0
N09,-15.5114365243103,0
N09,-15.7865952615669,0
N09,-14.54466906434,0
N09,-12.400950931954,0
N09,-14.6321398514392,0
N09,-14.3571022525799,0
N09,-11.6132496099859,0
N09,-12.3330161420932,0
N09,-18.3166263168079,0
N09,-18.7167126595838,0
N09,-28.3030278810385,0
N09,-29.0219752627367,0
N09,-29.7801868175582,0
N09,-28.7773683440338,0
N09,-32.0758266657837,0
N09,-28.206496829158,0
N09,-21.0210611798333,0
N09,-13.8475273616282,0
N09,-8.28608851743033,0
N09,6.40975534245564,0
N09,9.51189271473053,0
N09,13.1612825847489,0
N09,14.5030856082783,0
N09,10.3636839039426,0
N09,10.4914229426793,0
N09,8.44957388495983,0
N09,4.92787521523736,0
N09,1.9782952468554,0
N09,2.84378797023832,0
N09,-0.284263569604963,0
N09,-0.828498812185078,0
N09,1.2654169536434,0
N09,-0.952560591557557,0
N09,-1.93900845451835,0
N09,-1.07079227968842,0
N09,-1.58163422433199,0
N09,-4.0963184550635,0
N09,-7.2504259345836,0
N09,-6.87628576416586,0
N09,-7.63107000098009,0
N09,-7.31897609748141,0
N09,-8.65537987376243,0
N09,-9.39108712131727,0
N09,-9.93842884413211,0
N09,-10.9193529508704,0
N09,-10.8055259663999,0
N09,-11.4596469357974,0
N09,-12.9690054595714,0
N09,-9.8882822147836,0
N09,-11.4602533765139,0
N09,-12.1969479630032,0
N09,-9.69138213682447,0
N09,-9.2412844207866,0
N09,-9.97956645191312,0
N09,-7.41102527603859,0
N09,-8.22963449265678,0
N09,-3.01990303043346,0
N09,-4.27909854111018,0
N09,-3.89125090194163,0
N09,-1.58582607332302,0
N09,-4.42096256584296,0
N09,-4.38759920123685,0
N09,-4.27347576345544,0
N09,-6.10213786044224,0
N09,-0.286283903108952,0
N09,0.764884879845641,0
N09,1.85147732243609,0
N09,2.37791599710636,0
N09,1.44718733841686,0
N09,1.51146511501179,0
N09,-0.616882405189345,0
N09,0.820519059101387,0
N09,1.06521408603707,0
N09,3.20872742071133,0
N09,2.34504158787226,0
N09,-1.01328580402909,0
N09,2.12017676439565,0
N09,0.643660367353005,0
N09,-2.08870567993994,0
N09,0.780644844505409,0
N09,-1.60369780198569,0
N09,-2.12650148144714,0
N09,0.559616711917129,0
N09,-5.01697149784687,0
N09,-3.50270268275798,0
N09,-5.23716585737807,0
N09,-4.47280586777537,0
N09,-7.39963396105911,0
N09,-9.86911590988716,0
N09,-11.7584529196236,0
N09,-9.08318827746765,0
N09,-9.71635954447158,0
N09,-9.72924642812092,0
N09,-9.10756877551824,0
N09,-8.10435185629176,0
N09,-7.86776949692111,0
N09,-10.9139582570066,0
N09,-10.0601194637349,0
N09,-11.3911356164938,0
N09,-12.3314324412826,0
N09,-13.9631526724778,0
N09,-14.5270290409965,0
N09,-11.9686126547888,0
N09,-18.5258095217542,0
N09,-14.5573656576042,0
N09,-15.9960018612842,0
N09,-12.9392824815882,0
N09,-15.3546821514201,0
N09,-13.8983837439725,0
N09,-7.99040807447179,0
N09,-8.4532764163583,0
N09,-8.2708729134953,0
N09,-4.81427781229267,0
N09,-7.13197404898865,0
N09,-6.30619559509417,0
N09,-4.11243157763781,0
N09,-7.41057584583076,0
N09,-10.0816443378752,0
N09,-9.00348608283483,0
N09,-5.7612570268263,0
N09,-7.39195441894169,0
N09,-8.55146331533448,0
N09,-9.03612168786795,0
N09,-6.61307622932046,0
N09,-8.55945492827061,0
N09,-7.80452092566097,0
N09,-10.7596795977064,0
N09,-11.7164798550214,0
N09,-10.7493700207341,0
N09,-12.4320711728846,0
N09,-14.3012409935256,0
N09,-15.2486409807212,0
N09,-15.015160343092,0
N09,-16.6376491181413,0
N09,-15.469015940518,0
N09,-17.048340594031,0
N09,-18.0273292086793,0
N09,-15.6222224168709,0
N09,-16.3542394522117,0
N09,-17.6294724770897,0
N09,-15.4635959213138,0
N09,-14.6580002511534,0
N09,-14.2748795969374,0
N09,-16.7317303070284,0
N09,-18.8068291478496,0
N09,-13.3064355674689,0
N09,-11.3988303485468,0
N09,-11.8188791462078,0
N09,-9.40559514390397,0
N09,-9.61448345004977,0
N09,-5.30064910057428,0
N09,1.12875942117877,0
N09,-1.92977902726544,0
N09,-7.81505126168819,0
N09,-7.95372731362007,0
N09,-7.77557755961178,0
N09,-6.44216250475409,0
N09,-8.84458779264381,0
N09,-11.7219977291577,0
N09,-12.4554085357667,0
N09,-20.6767949805972,0
N09,-21.3365809295634,0
N09,-21.425660698725,0
N09,-22.7050747691454,0
N09,-14.1825413565984,0
N09,-11.2812061037959,0
N09,-11.120944147961,0
N09,-10.5051480583856,0
N09,-15.3255780593116,0
N09,-14.0187058062508,0
N09,-13.551299747184,0
N09,-20.9566362586551,0
N09,-24.3752483596251,0
N09,-29.1120531246883,0
N09,-31.0342815482132,0
N09,-34.3726669036754,0
N09,-38.7630175051125,0
N09,-41.5083215719301,0
N09,-42.7427400883239,0
N09,-43.3819640980355,0
N09,-46.334448899502,0
N09,-48.6808586502543,0
N09,-49.9939841466811,0
N09,-50.5656980820245,0
N09,-50.6557351772188,0
N09,-48.2295594457269,0
N09,-49.004048064061,0
N09,-46.8345594332585,0
N09,-48.5577089511588,0
N09,-50.2153245231248,0
N09,-47.9154785954544,0
N09,-46.4830379287738,0
N09,-47.232570718833,0
N09,-48.7595199801237,0
N09,-45.091080791521,0
N09,-42.2299913809532,0
N09,-40.8527410847059,0
N09,-40.614207486729,0
N09,-41.8903302137035,0
N09,-42.4742267837468,0
N09,-37.8432208795284,0
N09,-39.3510474019309,0
N09,-36.2108234669482,0
N09,-41.2974718433419,1
N09,-49.3032661238122,1
N09,-45.9506336360397,1
N09,-40.423560496679,1
N09,-38.3206227856944,1
N09,-32.6169523207607,1
N09,-32.7883177212843,1
N09,-29.9039494433438,1
N09,-23.3134111394186,1
N09,-23.8927816739053,1
N09,-17.5901504366883,1
N09,-19.8946306618275,1
N09,-13.2072238851243,1
N09,-9.62041328484885,1
N09,-10.8528669063393,1
N09,-4.28442295486337,1
N09,-3.00958766221059,1
N09,1.43671548910622,1
N09,-2.15363423279389,1
N09,4.42520328026695,1
N09,3.92362152793413,1
N09,0.946033717808501,1
N09,-1.38492579250364,1
N09,-4.03185547626407,1
N09,-5.08555428373484,1
N09,-6.78704590238513,1
N09,-5.53501350678555,1
N09,-0.283075020485318,1
N09,-1.25264551585127,1
N09,-1.14089168806725,1
N09,-5.1521093775322,1
N09,-3.7279648950426,1
N09,-9.73506342644912,1
N09,-10.1986371233498,1
N09,-13.231543129274,1
N09,-18.614227309385,1
N09,-15.9235841252264,1
N09,-20.8337408493794,1
N09,-22.1174813818066,1
N09,-30.3336561189657,1
N09,-32.6193173162525,1
N09,-39.7650996221602,1
N09,-42.0182916308771,1
N09,-43.1127654049899,1
N09,-47.2913610508982,1
N09,-46.15867288154,1
N09,-48.7072335747628,1
N09,-51.1579768572775,1
N09,-50.6312250689542,1
N09,-54.8449228681018,1
N09,-57.3996721896111,1
N09,-59.9283411556252,1
N09,-54.4597454198667,1
N09,-55.2768970754061,1
N09,-55.8349328142213,1
N09,-50.348410727361,1
N09,-50.8215108135735,1
N09,-47.7497189759266,1
N09,-43.1363511086486,1
N09,-40.4922322550123,1
N09,-31.9093941679753,1
N09,-21.3543832612869,1
N09,-21.0949876442714,1
N09,-12.9739126186376,1
N09,-7.22089490721824,1
N09,-6.25481713261747,1
N09,-5.50206594653918,1
N09,-9.09407600138016,1
N09,-5.39968935835251,1
N09,-9.67996419627199,1
N09,-11.1937807309005,1
N09,-11.4773020453956,1
N09,-12.0042100878564,1
N09,-9.73386269253388,1
N09,-14.7415047191744,1
N09,-12.2902691061639,1
N09,-12.5064678440614,1
N09,-11.9838450095443,1
N09,-6.37252653839545,1
N09,-3.63702760929272,1
N09,-6.598931654696,1
N09,-2.25530949179567,1
N09,-4.87456426164333,1
N09,-2.54913042967803,1
N09,2.26633876305688,1
N09,0.553205773531342,1
N09,-3.25010937821558,1
N09,1.72996072065296,1
N09,-6.19345240400467,1
N09,-13.6403203751572,1
N09,-11.8045652251415,1
N09,-16.9149195052237,1
N09,-18.0526460523908,1
N09,-20.8450451091415,1
N09,-17.4061705400695,1
N09,-13.568273607372,1
N09,-10.6511708577626,1
N09,-12.6781848386066,1
N09,-12.2281034154456,1
N09,-15.3569642789615,1
N09,-11.3826113461687,1
N09,-14.129701080999,1
N09,-11.7896013705914,1
N09,-12.9550703188605,1
N09,-15.3202162554606,1
N09,-14.4375295749088,1
N09,-16.1416105398276,1
N09,-18.1452418480893,1
N09,-18.5616379826402,1
N09,-20.2590589987284,1
N09,-17.1062983229897,1
N09,-21.5647002872466,1
N09,-20.4421362009453,1
N09,-20.8084689068322,1
N09,-20.9946972302504,1
N09,-21.4905938243036,1
N09,-25.1744989196979,0
N09,-20.3249522139312,0
N09,-16.9616094124282,0
N09,-21.504061720374,0
N09,-16.9014935446906,0
N09,-19.9087639447266,0
N09,-21.2586834123437,0
N09,-19.5035595483832,0
N09,-12.5682263512197,0
N09,-8.81093212929624,0
N09,-12.925467039577,0
N09,-12.9631154291063,0
N09,-7.44134270055346,0
N09,-14.1363622541524,0
N09,-9.87170288551161,0
N09,-1.52528597342384,0
N09,-4.7024969178339,0
N09,-5.77700599604762,0
N09,-1.24944015856366,0
N09,-5.81642874442515,0
N09,-1.08703179719413,0
N09,0.0622645000959457,0
N09,-4.18201334733162,0
N09,3.26559584416162,0
N09,2.44552721149508,0
N09,5.56640778739274,0
N09,5.91316457716732,0
N09,10.3206173871687,0
N09,14.7636635197235,0
N09,16.3022326947479,0
N09,17.0265761577349,0
N09,17.4582721694663,0
N09,18.2400697305185,0
N09,18.5673948750406,0
N09,18.0915459558543,0
N09,17.8858188885357,0
N09,20.2908229250024,0
N09,25.3110095071275,0
N09,25.0377409462738,0
N09,21.4005904911853,0
N09,23.7540184734183,0
N09,21.5749749895081,0
N09,19.9508223651351,0
N09,17.275628833743,0
N09,17.1750771138761,0
N09,14.7795968853783,0
N09,17.1434615785162,0
N09,14.460503119277,0
N09,12.4960941540243,0
N09,10.7697363818636,0
N09,8.50805293770129,0
N09,8.54388548135748,0
N09,5.77960499932245,0
N09,2.19836917387395,0
N09,2.15389870577057,0
N09,1.90159189275395,0
N09,-4.78276554887188,0
N09,1.16987379543412,0
N09,1.23880047583933,0
N09,0.384902397545355,0
N09,0.206118519226752,0
N09,-2.05125881616459,0
N09,-1.77880284962541,0
N09,-4.72572481671632,0
N09,-6.24171586611131,0
N09,1.84126993589238,0
N09,-0.385239382619217,0
N09,1.08175582407122,0
N09,3.65371484238008,0
N09,2.20332823504868,0
N09,3.4721758448532,0
N09,4.26601285309026,0
N09,6.96506055561822,0
N09,4.34150098015547,0
N09,8.62697584055074,0
N09,9.62535309409112,0
N09,11.1036211125021,0
N09,11.8777286327513,0
N09,15.8536474426168,0
N09,14.8377804876811,0
N09,21.0098848056975,0
N09,19.0206555042618,0
N09,18.0115597938647,0
N09,16.8624084846277,0
N09,18.5748325853458,0
N09,22.8746072208997,0
N09,29.717583660125,0
N09,25.9811458937428,0
N09,29.1698546838456,0
N09,25.464224435078,0
N09,19.3642368387694,0
N09,18.4695659559703,0
N09,18.4454312904379,0
N09,20.1985549879106,0
N09,21.5259009243388,0
N09,23.8165250550218,0
N09,26.3110418870919,0
N09,26.9700117188319,0
N09,30.1230012027562,0
N09,30.5691102195915,0
N09,29.4097185397178,0
N09,30.3182821042378,0
N09,26.8337844684252,0
N09,27.5768767945891,0
N09,25.9760868798096,0
N09,24.4311578522931,0
N09,23.9900845415324,0
N09,24.7134596144239,0
N09,21.7084839391365,0
N09,18.6719204562513,0
N09,15.9157182918722,0
N09,17.4748759092165,0
N09,18.2353059147532,0
N09,13.804013360017,0
N09,11.1446706722145,0
N09,7.50009629330722,0
N09,3.96348551643204,0
N09,2.69787182366449,0
N09,0.369946133675149,0
N09,1.99658512207949,0
N09,1.27249198596649,0
N09,-2.48678418537642,0
N09,0.123019074153507,0
N09,-2.21852441025859,0
N09,-1.70481952617699,0
N09,0.0272155482665337,0
N09,1.74038587964411,0
N09,2.85337996880764,0
N09,-0.413332051619241,0
N09,-1.76490761295551,0
N09,-2.29684537837101,0
N09,-6.23399758309349,0
N09,-5.61483117893169,0
N09,-7.58442425348525,0
N09,-6.45938277674864,0
N09,-5.58650970016567,0
N09,-2.16130830180999,0
N09,-0.00300198483065494,0
N09,-1.51433274135374,0
N09,-2.29814948829299,0
N09,-2.71554119741141,0
N09,-3.34297469674795,0
N09,-1.32976505247045,0
N09,0.518548113055571,0
N09,-0.730896960751023,0
N09,-2.77390993016013,0
N09,3.75812935508913,0
N09,4.85630244453383,0
N09,6.57756344891672,0
N09,10.1498578369597,0
N09,5.8978165100031,0
N09,11.0485661884994,0
N09,13.5182105343999,0
N09,13.8758424788729,0
N09,15.3300776357289,0
N09,15.6852442968896,0
N09,15.552107242588,0
N09,13.8022647405721,0
N09,9.01013211555389,0
N09,9.0928944301036,0
N09,12.8605963494306,0
N09,17.8138727040707,0
N09,20.1661476551019,0
N09,19.9784060616453,0
N09,23.4703762159394,0
N09,22.5916623611569,0
N09,25.3341626873248,0
N09,27.3659347685125,0
N09,24.5813570196636,0
N09,25.0852904993966,0
N09,24.7000861981041,0
N09,23.82821514885,0
N09,22.8104037391742,0
N09,22.578427846772,0
N09,19.7849320430808,0
N09,16.7402270929967,0
N09,16.5939879144725,0
N09,8.31072918218242,0
N09,8.22453930614787,0
N09,5.84035219368329,0
N09,0.64472979955735,0
N09,0.93229486483237,0
N09,-1.79246556420792,0
N09,-5.14703946474109,0
N09,-3.72550654455614,0
N09,-3.66547831745438,0
N09,-5.73898167004202,0
N09,-9.06693991398561,0
N09,-8.40217528662209,0
N09,-10.8437774922018,0
N09,-11.5248246006857,0
N09,-10.2862242083676,0
N09,-11.3689706967597,0
N09,-11.0329062131602,0
N09,-17.2675679367363,0
N09,-13.9328440236855,0
N09,-11.9448280753271,0
N09,-15.3066249459002,0
N09,-18.7926383260651,0
N09,-19.8081767891856,0
N09,-21.2070576278107,0
N09,-24.8193701949664,0
N09,-25.8872843190945,0
N09,-25.4081535370295,0
N09,-21.5623395099478,0
N09,-21.3135993009569,0
N09,-17.6423350478914,0
N09,-20.7595665772142,0
N09,-18.0569000567411,0
N09,-14.1711395919188,0
N09,-14.9324749730413,0
N09,-13.4098449504884,0
N09,-17.9603035186989,0
N09,-15.7057669356766,0
N09,-13.679416281446,0
N09,-12.0229441207117,0
N09,-9.72399581816702,0
N09,-8.32230718283052,0
N09,-4.54841212726931,0
N09,-7.04773479292488,0
N09,-4.03962889485479,0
N09,-5.60452612963039,0
N09,-4.20516143273286,0
N09,-1.25538561141099,0
N09,-5.20649142625585,0
N09,-1.21921368122138,0
N09,-1.09478471273268,0
N09,-3.88201240638982,0
N09,-9.48378983103244,0
N09,-6.99226509994087,0
N09,-13.5097918063904,0
N09,-13.8631227070059,0
N09,-14.2871735859116,0
N09,-20.4033510672322,0
N09,-19.0407287175742,0
N09,-25.6013195604771,0
N09,-24.9237036083231,0
N09,-18.5144691527076,0
N09,-14.7450490114985,0
N09,-15.3915738458041,0
N09,-11.5542890395769,0
N09,-7.71708952045062,0
N09,-5.73081454294946,0
N09,-5.19297610917424,0
N09,-8.43019781139485,0
N09,-10.9928134625545,0
N09,-13.0229762711901,0
N09,-12.4699329029136,0
N09,-4.19881775063733,0
N09,-0.385442759638408,0
N09,-4.85194119078654,0
N09,-1.43554194311719,0
N09,-0.559509360263229,0
N09,1.13399599961207,0
N09,0.860556779393717,0
N09,2.99808499155697,0
N09,2.41641461782676,0
N09,3.36876648186851,0
N09,4.65133650479288,0
N09,4.26927109688369,0
N09,5.83974192696353,0
N09,3.41400256804414,0
N09,4.90476372540344,0
N09,5.09910391952506,0
N09,5.89381265638782,0
N09,7.2473086132756,0
N09,7.59387547578575,0
N09,3.90712451500605,0
N09,3.47655536430035,0
N09,3.04339797157195,0
N09,6.00461143970868,0
N09,3.93516335270117,0
N09,3.82277518899436,0
N09,2.52226375590533,0
N09,0.94259080582654,0
N09,-0.321526988572918,0
N09,-8.9931860306028,0
N09,-10.9682321929998,0
N09,-7.69670667033032,0
N09,-10.5781124609944,0
N09,-11.5126761984314,0
N09,-15.3187942564405,0
N09,-12.1374620350974,0
N09,-13.7254425388007,0
N09,-19.5331183933721,0
N09,-18.0962582223925,0
N09,-18.6108831550619,0
N09,-16.9634380811744,0
N09,-21.3708113597992,0
N09,-15.3387263116814,0
N09,-19.1246717699,0
