id,eeg,annotation
N09,-67.7036270160596,0
N09,-66.4235195125736,0
N09,-62.7760931603224,0
N09,-61.8215728427998,0
N09,-63.2739217670785,0
N09,-62.0176793268258,0
N09,-63.6566010218597,0
N09,-62.3055988395965,0
N09,-63.7772163213272,0
N09,-65.0208495014253,0
N09,-63.2181736015636,0
N09,-60.25575357184,0
N09,-59.7087268219975,0
N09,-57.7908716234311,0
N09,-53.3588069965535,0
N09,-51.7508155378035,0
N09,-51.2648988325363,0
N09,-51.7775060781708,0
N09,-50.1661478520241,0
N09,-47.6738915554336,0
N09,-45.702632192072,0
N09,-43.1154956560244,0
N09,-41.3713221156284,0
N09,-39.7435748195462,0
N09,-39.891628438337,0
N09,-36.3743655365409,0
N09,-36.9250958250518,0
N09,-37.6821009836592,0
N09,-38.3944901061492,0
N09,-35.4527789376434,0
N09,-34.1052279676931,0
N09,-35.142412262622,0
N09,-33.401219925326,0
N09,-33.4719208257007,0
N09,-34.5690311791626,0
N09,-38.2724775278826,0
N09,-39.983883040739,0
N09,-39.0050732268312,0
N09,-40.5233616371387,0
N09,-40.0532698352877,0
N09,-42.9804283184136,0
N09,-41.2493207696524,0
N09,-42.3624105498511,0
N09,-43.0651878263129,0
N09,-45.5653669211464,0
N09,-46.648550410987,0
N09,-46.9214927853432,0
N09,-50.2347257809848,0
N09,-52.0119095695279,0
N09,-53.6338308967735,0
N09,-56.7322471877667,0
N09,-57.9864575668711,0
N09,-62.7715019004566,0
N09,-69.3833989544515,0
N09,-70.0364214627329,0
N09,-72.2052289393634,0
N09,-73.7986297644583,0
N09,-76.6069157395545,0
N09,-76.5082869957311,0
N09,-68.9240356211753,0
N09,-67.0329210157541,0
N09,-65.0184711715354,0
N09,-61.904747276862,0
N09,-59.8329996951864,0
N09,-53.8495601831879,0
N09,-52.6708447137572,0
N09,-54.5745777256704,0
N09,-55.6465246064249,0
N09,-57.4836051038932,0
N09,-58.6673383212567,0
N09,-59.5445446794419,0
N09,-59.1198132300724,0
N09,-62.2735559952256,0
N09,-64.6117132981326,0
N09,-64.9698753332632,0
N09,-68.0597814404723,0
N09,-66.8453281486473,0
N09,-67.5308065613279,0
N09,-65.7754706251333,0
N09,-65.2302546023803,0
N09,-64.6853839837616,0
N09,-62.9305596390801,0
N09,-61.409640495557,0
N09,-61.1827863822477,0
N09,-62.3213660930447,0
N09,-62.6501440988301,0
N09,-64.0920306574027,0
N09,-62.9938406472171,0
N09,-60.9138090007198,0
N09,-61.0279788734071,0
N09,-59.2984618785954,0
N09,-60.4272272169591,0
N09,-59.1644008401836,0
N09,-58.0213722670987,0
N09,-58.6747915622228,0
N09,-58.7132583505769,0
N09,-60.5669745300558,0
N09,-60.3743875742888,0
N09,-60.0420332765631,0
N09,-57.6947071536344,0
N09,-57.891134999154,0
N09,-58.068835758994,0
N09,-58.8080904742592,0
N09,-58.7801041410222,0
N09,-59.8747682447231,0
N09,-59.3504624267283,0
N09,-57.1135531903834,0
N09,-56.618773399796,0
N09,-57.8911694920429,0
N09,-57.3661133640976,0
N09,-54.1455426503402,0
N09,-50.3660229601348,0
N09,-43.035169894032,0
N09,-39.9444397015596,0
N09,-38.5496040432953,0
N09,-39.4631118827622,0
N09,-40.3814104664427,0
N09,-40.6568770527389,0
N09,-40.6590819150318,0
N09,-41.0338012269552,0
N09,-41.4916705493559,0
N09,-45.2977490090737,0
N09,-47.5659692880667,0
N09,-49.3079785694056,0
N09,-52.8777080197856,0
N09,-54.3857282409046,0
N09,-58.5161448458183,0
N09,-61.4976597021935,0
N09,-64.1953032905469,0
N09,-64.2383066650174,0
N09,-67.0178365781419,0
N09,-72.2324207820038,0
N09,-75.3192978903363,0
N09,-77.7893674122142,0
N09,-79.4568184830146,0
N09,-84.3773057343509,0
N09,-86.1003638799918,0
N09,-89.3408639551241,0
N09,-96.9390910644653,0
N09,-99.5505759245175,0
N09,-100.888067435174,0
N09,-100.106323898417,0
N09,-100.052094314143,0
N09,-99.5002194340463,0
N09,-98.0149125597866,0
N09,-98.1200566823008,0
N09,-97.9695430410733,0
N09,-98.3606503493347,0
N09,-96.0518491114629,0
N09,-95.3045357351147,0
N09,-93.5784010709273,0
N09,-88.8232292167356,0
N09,-88.572341192395,0
N09,-87.5778949890485,0
N09,-84.413401913651,0
N09,-80.9656930691986,0
N09,-81.2590146545867,0
N09,-80.3477965178548,0
N09,-79.1074749606774,0
N09,-78.5812104654157,0
N09,-77.4730958671194,0
N09,-77.4587480066274,0
N09,-78.3463198791903,0
N09,-78.7524226260767,0
N09,-79.0247710273118,0
N09,-74.6739757424325,0
N09,-70.4766766569561,0
N09,-69.7060489509949,0
N09,-68.0278657237476,0
N09,-67.2588274083197,0
N09,-62.8779318341331,0
N09,-60.0484837323593,0
N09,-56.0568486332682,0
N09,-57.3992251696273,0
N09,-59.3118586163516,0
N09,-60.3790674249434,0
N09,-59.9676918778737,0
N09,-61.7743800526423,0
N09,-63.5529482989806,0
N09,-62.1815493125984,0
N09,-61.3120719800382,0
N09,-57.3963908467285,0
N09,-55.2151761182032,0
N09,-50.0212745966369,0
N09,-48.4974310173928,0
N09,-48.3880505787725,0
N09,-50.8940588307748,1
N09,-55.692998466629,1
N09,-58.5280976783363,1
N09,-64.9776883817716,1
N09,-71.2770278428804,1
N09,-74.7717473430194,1
N09,-77.5757428859282,1
N09,-79.1442125825687,1
N09,-81.1387318633584,1
N09,-84.0991908342141,1
N09,-88.2347940817873,1
N09,-93.3025382184723,1
N09,-98.4734342952879,1
N09,-98.5952321694345,1
N09,-103.003617704263,1
N09,-106.272666694166,1
N09,-109.657274780609,1
N09,-112.419203926631,1
N09,-114.346403364614,1
N09,-114.853994466093,1
N09,-115.241516332677,1
N09,-115.953535932775,1
N09,-116.472662691303,1
N09,-113.634061683741,1
N09,-117.312926386614,1
N09,-120.92894073049,1
N09,-120.378205363732,1
N09,-120.983057658308,1
N09,-121.441239051784,1
N09,-121.678155306398,1
N09,-121.290770555821,1
N09,-121.147950037907,1
N09,-118.007466572681,1
N09,-116.806858734923,1
N09,-113.951317132011,1
N09,-108.917478966729,1
N09,-102.352662769175,1
N09,-97.789130375906,1
N09,-97.9911134516149,1
N09,-91.0478407646194,1
N09,-83.6345880154785,1
N09,-78.6308993058211,1
N09,-73.9896650729629,1
N09,-69.6437374715921,1
N09,-58.980102945915,1
N09,-52.6292645829429,1
N09,-43.1995543301332,1
N09,-39.6915185966453,1
N09,-29.7810658122575,1
N09,-20.1545460945834,1
N09,-16.940971390472,1
N09,-13.834870249694,1
N09,-11.3852697361041,1
N09,-11.4250275369535,1
N09,-11.5121045510788,1
N09,-15.5330488122387,1
N09,-17.4205688375143,1
N09,-17.9857165483984,1
N09,-22.4842541901648,1
N09,-23.6816468159398,1
N09,-26.2305581088637,1
N09,-28.760606839442,1
N09,-29.9262761803901,1
N09,-31.4440276292514,1
N09,-32.0906610527994,1
N09,-32.9581591142685,1
N09,-33.4165661864777,1
N09,-33.7788618254789,1
N09,-34.4444044644511,1
N09,-35.8637768084156,1
N09,-37.8393039971338,1
N09,-39.5402990076457,1
N09,-36.2110280985029,1
N09,-36.7300361583119,1
N09,-38.0811090156484,1
N09,-35.7709594215582,1
N09,-35.4185355774877,1
N09,-32.2130374617051,1
N09,-33.3977025736243,1
N09,-28.72330843729,1
N09,-26.9447671538215,1
N09,-26.2236637515153,1
N09,-21.7540220570228,1
N09,-19.0009404156604,1
N09,-13.8928083687103,1
N09,-9.88842333074977,1
N09,-3.54658799080537,1
N09,5.37754482839458,1
N09,9.31572479716329,1
N09,13.3913666633934,1
N09,19.2991703384147,1
N09,24.7936169709236,1
N09,27.6887208970418,1
N09,33.0958072166607,1
N09,39.3393473379601,1
N09,46.5829590072184,1
N09,55.1425468195698,1
N09,63.3421927679444,1
N09,67.9771766021531,1
N09,74.348518881089,1
N09,81.6439267980881,1
N09,84.5388488301176,1
N09,86.417182801355,1
N09,89.348182353368,1
N09,94.1574813630819,1
N09,102.002827541873,1
N09,105.492868299431,1
N09,108.172343706777,1
N09,112.888495541825,1
N09,119.064163850792,1
N09,122.696889464742,1
N09,126.329810707028,1
N09,129.52534113203,1
N09,134.298109223664,1
N09,133.34299448543,1
N09,131.304670109087,0
N09,130.483910841674,0
N09,131.498059465486,0
N09,132.545181070733,0
N09,133.926648067189,0
N09,132.928532128247,0
N09,135.137639678225,0
N09,135.480380694475,0
N09,137.187100851337,0
N09,139.056868639504,0
N09,138.646846702737,0
N09,138.094094350822,0
N09,140.491825805006,0
N09,142.719510650079,0
N09,144.438541182747,0
N09,144.102179832966,0
N09,142.331264386975,0
N09,142.578860979753,0
N09,143.993370800178,0
N09,144.804224166149,0
N09,144.548549056044,0
N09,143.517792078308,0
N09,143.879208917199,0
N09,145.151585732774,0
N09,148.67618169098,0
N09,150.456417841398,0
N09,151.227457022018,0
N09,153.611637214148,0
N09,155.085684302097,0
N09,158.064925573902,0
N09,159.637761908332,0
N09,160.012836743453,0
N09,163.037853291668,0
N09,165.302861572909,0
N09,167.496133077856,0
N09,167.740232805339,0
N09,168.990699162919,0
N09,169.236417302903,0
N09,172.714501109781,0
N09,175.201702245495,0
N09,177.621301495355,0
N09,177.706905494835,0
N09,178.602662158682,0
N09,180.567312696231,0
N09,186.341554208383,0
N09,189.327776112472,0
N09,191.004847332786,0
N09,192.711864393352,0
N09,191.863688609693,0
N09,192.795199146331,0
N09,194.448073379188,0
N09,197.082234143158,0
N09,197.259494228816,0
N09,198.463973925586,0
N09,200.0623083974,0
N09,203.95358807875,0
N09,203.06816513438,0
N09,203.091936261669,0
N09,203.465796820561,0
N09,201.838483131896,0
N09,202.872778352379,0
N09,200.70583684553,0
N09,197.734128658202,0
N09,197.354184510296,0
N09,197.423111212773,0
N09,196.672088154327,0
N09,192.012108134293,0
N09,190.461694056257,0
N09,191.196492405499,0
N09,187.683066643269,0
N09,184.221442615646,0
N09,175.49642224769,0
N09,168.682698130495,0
N09,165.432657581275,0
N09,164.622897573937,0
N09,161.601977670695,0
N09,160.305406580201,0
N09,156.941679795479,0
N09,154.775866815216,0
N09,148.240408880894,0
N09,142.998445522284,0
N09,137.092344140913,0
N09,135.474633189252,0
N09,136.255024564909,0
N09,138.786563139437,0
N09,139.013874067654,0
N09,135.7423239041,0
N09,134.067954101229,0
N09,135.488552275919,0
N09,134.547905629353,0
N09,136.173744612781,0
N09,141.628825092349,0
N09,143.156373772348,0
N09,141.190458856976,0
N09,141.80161775728,0
N09,142.267857628178,0
N09,143.416076162093,0
N09,145.178211831773,0
N09,142.1081285406,0
N09,142.954859152452,0
N09,143.926238191698,0
N09,143.228865184723,0
N09,142.671414328685,0
N09,143.899488932833,0
N09,142.649586671245,0
N09,147.527248683783,1
N09,146.081988994045,1
N09,147.071780554576,1
N09,150.434310301221,1
N09,147.630805816895,1
N09,150.221195569314,1
N09,153.212147530853,1
N09,155.290451695378,1
N09,158.377868899471,1
N09,157.245768463685,1
N09,157.030648364578,1
N09,157.442981762845,1
N09,155.35800982612,1
N09,157.928365731595,1
N09,157.32385708749,1
N09,155.451937151995,1
N09,153.835094601406,1
N09,145.25315927802,1
N09,136.158768766202,1
N09,128.305323138943,1
N09,118.10217200137,1
N09,108.780309085582,1
N09,104.302031904591,1
N09,102.102336465647,1
N09,98.0352892964735,1
N09,92.9472770444573,1
N09,87.2970410825576,1
N09,81.1684398723977,1
N09,75.0150533352389,1
N09,70.0036222223787,1
N09,62.4076015369612,1
N09,56.5979801358264,1
N09,53.5161523133955,1
N09,50.0523544672776,1
N09,43.5648932991978,1
N09,38.4640371326671,1
N09,34.690957323139,1
N09,30.7518178079459,1
N09,31.2467234775747,1
N09,32.194509482072,1
N09,30.6055878737666,1
N09,27.3946156732443,1
N09,27.598359840307,1
N09,28.5515394198178,1
N09,31.1136226786059,1
N09,31.1669058660511,1
N09,33.5574292904076,1
N09,36.9503585757361,1
N09,39.8356187640679,1
N09,44.1235907856901,1
N09,43.9037376012813,1
N09,40.5637328982807,1
N09,41.4070748227507,1
N09,45.6913528074147,1
N09,45.9867907461134,1
N09,50.2470116576609,1
N09,50.4582059743252,1
N09,52.2118345717107,1
N09,55.9527260046576,1
N09,58.8013366687736,1
N09,61.3306912952046,1
N09,65.4993639094495,1
N09,66.7411530797918,1
N09,70.9233333829748,1
N09,77.2125518906084,1
N09,83.7473746534105,1
N09,85.5727553655726,1
N09,90.7587910724633,1
N09,92.346680439125,1
N09,91.205029868799,1
N09,90.5259422821993,1
N09,88.4369584638499,1
N09,87.6812962329964,1
N09,87.9871055532815,1
N09,88.8502560830999,1
N09,88.0109093314702,1
N09,89.9347734213137,1
N09,90.0615997587314,1
N09,88.8258603248571,1
N09,84.3184150312007,1
N09,82.7304083111699,1
N09,79.1762091180195,1
N09,75.5938949679731,1
N09,71.6826650121306,1
N09,71.3644242611954,1
N09,68.4602621899163,1
N09,60.9448498569336,1
N09,57.536682349636,1
N09,53.994300870049,1
N09,47.7305724141644,1
N09,40.958994358178,1
N09,36.0016809346546,1
N09,32.5545885337496,1
N09,26.5570698958734,1
N09,21.8240627328559,1
N09,17.783280074073,1
N09,17.968981410292,1
N09,15.828430033992,1
N09,11.4143553476735,1
N09,7.72786713268976,1
N09,4.06308834349088,1
N09,2.11898335744691,1
N09,1.0278982363196,1
N09,-1.30838003384307,1
N09,-1.51732996422188,1
N09,-6.98110055808273,1
N09,-9.77880160216998,1
N09,-11.7766687435025,1
N09,-16.2249352731885,1
N09,-16.8711889048374,1
N09,-17.5306259323499,1
N09,-19.5082903820177,1
N09,-22.59051915909,1
N09,-26.2044977212951,1
N09,-28.9029171464711,1
N09,-28.1195673026691,1
N09,-28.3624506951631,1
N09,-26.0409864283037,1
N09,-23.2080997358526,1
N09,-23.2251895579351,1
N09,-22.5118876019906,1
N09,-17.7643832884599,1
N09,-15.6759920858571,1
N09,-12.8074649702192,1
N09,-7.69616943922548,1
N09,-3.31600185486561,1
N09,-3.68273835669551,1
N09,0.38744079809288,1
N09,2.94610172159009,1
N09,1.90935348346017,1
N09,5.56661386259123,1
N09,10.463499062087,1
N09,12.8797501438768,1
N09,14.9323773998462,1
N09,17.3589114023368,1
N09,20.7762031741169,1
N09,20.8037906729225,1
N09,21.3605305758963,1
N09,21.2658640272227,1
N09,21.8246589549719,1
N09,22.2538647551034,1
